Absolute Magnitude,Est Dia in KM(min),Relative Velocity km per sec,Miss Dist.(kilometers),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,hazardous
19.5,0.334622375,25.7017796,16124395,26,0,0.00803028,3.594,2458000.5,0.537495151,38.50091553,124.7942813,922.4128708,0.857697693,237.7160546,2.851226417,2458244.068,264.9401354,0.390280764,1
20.3,0.231502122,8.828486423,14595123,22,0,0.0918922,4.944,2458000.5,0.160647885,16.150941,123.7551335,542.8192765,1.09307194,152.8497354,1.511489175,2458240.949,200.5330579,0.663204156,0
20.7,0.192555078,13.85599901,49936636,23,2,0.150696,5.722,2458000.5,0.536881716,17.462864,48.27373594,387.4799593,0.481717555,149.8829952,1.598604347,2457897.935,95.29116852,0.929080308,0
26.5,0.013321557,8.722789601,13032471,7,7,0.0200872,6.076,2458000.5,0.194466804,12.93289525,107.3080061,361.3420617,0.799767043,105.9025699,1.185916592,2457830.559,169.3102929,0.996285897,0
26.6,0.012721988,8.868683393,44129728,19,0,7.62E-05,6.641,2458000.5,0.224245012,0.236712054,37.82348969,307.6352648,0.69185705,228.1376808,1.091842857,2457883.439,136.9864755,1.170216946,0
24,0.042126461,10.7547308,32514002,80,0,0.00172365,6.532,2458000.5,0.089347985,11.60915288,146.9612496,317.2224447,0.828952108,195.5895845,0.991616219,2458100.272,246.7731978,1.134850342,0
19.1,0.40230458,8.134902493,12645584,43,0,0.0469681,3.345,2458000.5,0.550595373,5.592323226,171.7153136,1299.337046,1.047256671,159.5388808,3.613383689,2458259.267,288.3048407,0.27706437,1
22.1,0.101054342,11.95632308,17058680,26,0,0.0786584,5.041,2455920.5,0.217079886,22.38684495,142.808455,511.8151733,0.980378858,112.1444783,1.524037215,2455796.773,87.0266576,0.703378912,0
21.6,0.127219879,16.92191944,13239280,19,1,0.031109,4.289,2458000.5,0.618908783,2.144367466,250.5930476,678.4789396,0.575865291,332.5616244,2.446326062,2457820.926,95.28147023,0.530598636,1
24.1,0.040230458,4.423957888,50599872,38,4,0.0344087,5.008,2458000.5,0.204316231,1.642619371,114.9702994,535.16087,1.026434202,101.3042525,1.553571179,2458043.72,330.9263078,0.672694923,0
20.3,0.231502122,21.79889529,47885060,10,3,0.246397,4.685,2458000.5,0.540408864,16.41260761,211.7190005,570.9128781,0.618993258,204.3157396,2.074676005,2458096.131,299.6978568,0.630569065,0
22.5,0.08405334,15.49101439,56666716,14,7,0.110573,4.318,2458000.5,0.294906182,17.40594751,318.0365622,717.5837651,1.106020115,335.0211675,2.031208113,2458221.738,249.0083176,0.501683591,0
16.9,1.108038821,22.25072484,36780144,89,0,0.0203525,5.676,2458000.5,0.483169323,8.885155541,325.5773203,400.4802264,0.549545156,121.3674691,1.577051351,2457837.454,146.5654501,0.898920786,1
16.6,1.272198785,5.287205501,35033848,111,0,0.211813,3.104,2458000.5,0.553544875,5.569994979,305.8548843,1651.979252,1.220998847,21.20307489,4.248750646,2458355.48,282.6427133,0.217920413,0
21.4,0.139493823,15.79358655,5736766.5,25,0,0.0166242,4.569,2458000.5,0.523056963,9.124310242,154.8052364,610.9500601,0.672054825,79.4931438,2.146121653,2457822.117,105.1114234,0.589246198,1
25.5,0.021113245,5.852313089,30460892,17,6,0.00277645,5.963,2458000.5,0.233469252,6.610513706,9.802023413,375.4771049,0.780763681,259.1745028,1.256372293,2458109.203,255.7780203,0.958780163,0
22.2,0.096506147,7.821798766,20874428,10,5,0.00935383,6.345,2458000.5,0.101198819,12.21539598,295.5281876,334.5196221,0.847641897,306.0132428,1.038519169,2458063.484,292.2186437,1.076170055,0
26.9,0.011080388,4.740045743,5449969,4,7,0.0336951,6.057,2458000.5,0.165903217,2.07974763,227.0039918,366.457019,0.835922839,194.9107289,1.168455684,2458097.776,264.4382556,0.982379873,0
25.4,0.022108281,10.69921748,30675492,18,4,0.00645835,5.832,2458000.5,0.150207652,7.10516194,337.6349471,393.5915795,0.893191121,79.5304567,1.208948592,2458142.801,229.8440389,0.914653714,0
24.786,0.029332898,22.04117201,60180076,3,7,0.0066701,6.182,2458000.5,0.33234197,9.04813999,340.2301535,347.566153,0.645922049,113.6803302,1.288966832,2458073.051,284.8530829,1.035774044,0
24.2,0.038419789,8.197805464,3024992.75,12,7,0.000203622,5.997,2458000.5,0.271460768,4.574015039,150.1318031,370.8166551,0.735913574,74.18700034,1.284330613,2458007.72,352.9904397,0.97083018,0
24.7,0.030517923,16.53434765,58554624,12,7,0.00222505,5,2458000.5,0.246820164,5.905679056,46.91901585,533.7102964,0.969847508,214.3591362,1.60549363,2458162.544,250.697354,0.674523243,0
21,0.167708462,14.41337866,27384278,36,1,0.0444529,5.917,2458000.5,0.327399081,20.98149575,162.6391693,372.1584479,0.681047014,244.6385396,1.344067715,2458152.425,213.0383927,0.967329916,1
21.5,0.133215567,14.17558797,40063036,9,7,0.133761,6.864,2458000.5,0.37643086,22.23603424,123.0412183,282.6541251,0.525600635,6.80859618,1.160180786,2458095.495,239.0104783,1.273641415,0
21.6,0.127219879,21.01451655,61465168,11,5,0.128004,5.274,2458000.5,0.329815991,24.46696069,130.3208934,460.1953027,0.781789616,314.7561695,1.551269977,2457836.085,128.617949,0.782276564,0
19.9,0.278326768,29.06408194,25283468,21,3,0.011885,4.174,2458000.5,0.356230242,49.88513729,322.3926567,652.6097386,0.94791047,323.0962068,1.996963712,2458277.877,206.9900654,0.551631364,1
22.1,0.101054342,16.66943758,62459844,19,2,0.101498,6.202,2458000.5,0.386169992,6.742002683,347.7302612,344.1170575,0.589911186,358.6444245,1.332155766,2457989.179,11.84349924,1.046155638,0
20.8,0.183888672,18.98821746,57427120,12,5,0.256543,4.869,2458000.5,0.479883924,21.55770057,200.1805954,530.1259724,0.666736218,150.9807824,1.897061554,2458156.734,253.9040324,0.679083876,0
18.9,0.4411182,15.48400277,19557304,34,0,0.111753,4.793,2458000.5,0.474112535,17.44557903,341.4955552,552.8021193,0.693224124,298.9652098,1.94317309,2457836.959,106.5024628,0.651227605,0
19.4,0.350392641,13.01022805,21974628,30,5,0.0506398,2.983,2458000.5,0.62006389,19.27563374,157.8666031,1639.728116,1.033934079,202.0514417,4.40873931,2458391.736,274.1047615,0.219548593,0
22.6,0.080270317,16.49092124,32256208,12,7,0.0324426,5.444,2458000.5,0.238745301,18.37630451,168.3187086,441.912399,0.864347725,95.19957463,1.406502559,2457926.041,60.6575171,0.814641094,0
28.665,0.004915356,7.362826439,74414240,5,4,0.000802905,4.992,2458000.5,0.287021575,3.005537548,12.69635246,533.8721114,0.918266893,231.1643098,1.657594762,2457888.693,75.39357502,0.674318797,0
24.8,0.029144391,5.790169675,3149367.25,12,8,0.0206023,4.055,2451844.5,0.409389597,4.093273709,6.962746087,832.0585321,1.022519016,353.1152465,2.440064814,2451810.141,14.8657943,0.432661869,0
18.8,0.46190746,18.74824978,60645360,39,0,0.224962,4.857,2457600.5,0.044004849,37.5456026,5.429736963,527.6075195,1.221604778,196.042552,1.334066716,2457401.234,135.9645366,0.682325378,0
23,0.066765941,18.77492892,55064100,12,6,0.0349837,6.896,2458000.5,0.27518145,25.06580653,159.5676539,281.0964479,0.608696195,152.6734173,1.07088608,2457974.059,33.86297991,1.280699214,0
18.8,0.46190746,18.74824137,60645220,41,1,0.227139,4.857,2458000.5,0.044059571,37.54464724,5.428741371,527.5757863,1.221485872,195.970679,1.334083146,2457928.728,48.97511466,0.682366419,0
17.5,0.840533402,24.55087362,36327184,37,0,0.0906461,4.591,2458000.5,0.618972982,41.11194084,21.41745304,542.0722226,0.495748706,262.8853887,2.106422179,2457739.606,173.2643957,0.664118147,0
19.4,0.350392641,14.31720289,58462548,17,1,0.394229,3.095,2458000.5,0.549686573,25.9563599,345.657229,1483.137228,1.146137799,78.81495921,3.944262494,2457811.153,45.95996946,0.242728719,0
22.7,0.076657557,18.24100283,69740528,10,2,0.00385218,6.481,2458000.5,0.162196079,13.06024111,295.040637,320.8136523,0.768384623,305.9033342,1.065898086,2458153.677,188.1129761,1.122146758,0
22.7,0.076657557,12.74758895,34500084,10,7,0.0398058,4.327,2458000.5,0.341699667,11.97149878,180.5961565,717.4264275,1.032468247,161.2000408,2.104301385,2458263.629,227.9633029,0.501793614,0
22.2,0.096506147,20.42633882,59013600,40,0,0.00818766,7.079,2458000.5,0.269926519,26.27627097,30.46993716,267.9821408,0.59388842,19.29915166,1.033039376,2458001.037,359.2785034,1.343373103,1
22.7,0.076657557,13.94173398,18902780,26,1,0.0105801,7.47,2458000.5,0.428453879,4.782141855,201.8978918,245.6596398,0.438740983,322.8877836,1.096536634,2458033.09,312.2418832,1.465442188,0
27.4,0.008801465,5.690759395,14624828,5,6,0.0110091,6.558,2458000.5,0.158291038,4.856543022,103.126823,315.5506087,0.763499953,137.8817636,1.050666197,2458032.303,323.7169439,1.140862955,0
25.5,0.021113245,14.5884614,46404956,9,8,0.000852474,4.296,2452630.5,0.377270938,9.975201449,79.16120691,726.4306473,0.984833822,356.0788989,2.17812703,2452616.587,6.894687792,0.495573805,0
18.3,0.58150704,32.82280465,61364460,48,0,0.0938502,4.634,2458000.5,0.347249276,49.90123942,34.0126106,535.4086677,0.842310102,84.12432761,1.738491638,2457775.861,151.0435208,0.672383586,0
20,0.2658,6.460842238,37260388,49,0,0.162998,4.445,2458000.5,0.245640647,12.00216354,206.8602557,685.6941871,1.147976435,200.3366264,1.895603341,2458041.366,338.5447395,0.525015388,0
25.1,0.025383703,17.38536773,56569588,11,4,0.00497131,6.292,2458000.5,0.165786168,9.016836811,13.07065263,339.9898547,0.795284297,241.4467927,1.111383433,2457879.165,128.4758502,1.058855125,0
27.2,0.009650615,7.985336371,29217824,7,7,0.00758817,6.139,2458000.5,0.223292995,11.12695929,214.6634804,354.4270015,0.761277168,112.1874297,1.198991409,2458167.133,190.7473633,1.015723967,0
19,0.421264611,15.18653883,40732404,62,0,0.0140013,3.112,2458000.5,0.61341066,13.86983201,74.93795898,1490.346249,0.987133087,345.3869726,4.119748998,2457816.419,44.46560352,0.241554605,1
24.6,0.031956189,3.467183993,24239080,14,2,0.060889,5.612,2458000.5,0.044800309,4.25332109,193.1304697,426.4871879,1.059170512,28.8969696,1.158523908,2458043.33,323.8466764,0.844105076,0
20.2,0.242412481,16.39018673,18624536,31,2,0.0742667,6.34,2458000.5,0.340200141,21.16690942,29.26630926,327.2433209,0.613188208,222.2190545,1.24552152,2457972.81,30.46177477,1.100098847,0
22.1,0.101054342,8.491050877,39949700,16,5,0.198861,3.13,2458000.5,0.559427273,6.939761374,355.5516063,1589.76969,1.174468751,42.91687518,4.157085746,2458194.555,316.056761,0.226447895,0
21.1,0.160160338,10.59646069,31168836,7,5,0.066713,4.684,2458000.5,0.498138983,5.852363584,39.6315648,585.5983259,0.687465744,45.36665556,2.052200101,2457732.104,164.9980003,0.614755856,0
25.5,0.021113245,10.63962748,34225540,8,7,0.0190648,4.9,2458000.5,0.24378453,9.646838922,70.59812943,555.2169403,0.999743092,12.32004949,1.644326308,2457983.835,10.80581701,0.648395202,0
20.6,0.201629919,11.79693646,61260032,14,6,0.283048,3.279,2458000.5,0.483960025,22.42852239,236.4767455,1343.162566,1.229428984,145.8823966,3.535430495,2458524.515,219.55142,0.268024146,0
17.3,0.921626549,10.73439694,44914772,28,0,0.190514,3.376,2458000.5,0.499400928,11.84733834,60.76083338,1289.263723,1.160519024,330.1144362,3.476001852,2458309.241,273.7904786,0.27922914,0
22.7,0.076657557,9.572808553,4508236.5,20,0,0.00396286,6.857,2458000.5,0.288277773,7.682031114,55.73670685,288.6083421,0.608299554,222.1878129,1.101073937,2458125.325,204.2978157,1.247365192,0
24.3,0.036690614,18.33815892,57696292,15,2,0.00180294,6.139,2458000.5,0.201270748,2.341697091,216.4257768,356.5253931,0.785948852,78.74582231,1.182049314,2457851.647,150.3036906,1.009745749,0
24.7,0.030517923,6.959001444,25113222,11,6,0.0302126,6.745,2458000.5,0.223638535,10.83660348,182.6653172,297.9036053,0.677717748,24.59716845,1.068164238,2457932.304,82.41107382,1.20844459,0
18.8,0.46190746,21.36939862,74369144,81,0,0.0328837,5.509,2458000.5,0.57537428,6.497317858,341.2158929,416.8539046,0.463727937,45.94508764,1.720444691,2458112.002,263.7052498,0.863611918,1
20,0.2658,10.89609179,33441924,18,1,0.177546,4.188,2458000.5,0.289776354,19.45106739,63.32331509,766.0909642,1.163723317,357.3136697,2.113338278,2458007.502,356.7097862,0.469918087,0
23.2,0.060891262,7.452181923,31545612,19,6,0.00401018,4.812,2458000.5,0.409638734,11.58066384,205.3598969,561.3140014,0.786181502,283.7223442,1.877209703,2458107.502,291.3740763,0.641352254,0
25.4,0.022108281,8.904899041,37934904,10,5,0.000456335,5.243,2458000.5,0.391092005,10.19175655,188.7128034,473.4072112,0.723840099,271.5994835,1.653662264,2458107.041,278.981629,0.76044469,0
17.9,0.699125232,13.66919352,40700404,36,0,0.26895,3.375,2458000.5,0.528615344,21.84132953,103.7699005,1206.027558,1.045236688,284.7692079,3.389513887,2457875.08,37.43780754,0.298500642,0
20.3,0.231502122,8.977343453,33349294,24,0,0.190346,3.592,2458000.5,0.45871135,16.07365607,59.20643911,1086.556747,1.119605212,42.08158669,3.017208709,2458441.992,213.7240447,0.331321858,0
21.2,0.152951935,11.78412165,32928222,9,2,0.0189953,5.865,2458000.5,0.132047685,12.51092975,67.12736517,387.8925389,0.903450852,103.9059294,1.178347506,2458165.131,207.2076033,0.928092097,1
17.2,0.96506147,12.73078186,56223412,146,0,0.0331798,6.372,2458000.5,0.406149982,4.713586626,311.9598155,326.948552,0.551565934,82.58617563,1.306027455,2458067.38,286.3593129,1.101090669,1
24.4,0.035039264,5.48684906,37407680,16,6,0.00658783,5.724,2458000.5,0.158653712,3.035105218,148.4224509,408.922585,0.907130766,96.25627304,1.249248312,2458200.197,184.1941073,0.880362233,0
19.9,0.278326768,18.25692058,45167992,20,1,0.0816324,4.31,2458000.5,0.423547722,13.37216384,113.4092629,708.2191089,0.896346999,257.7005094,2.213527082,2458221.164,247.8328506,0.508317264,0
24.8,0.029144391,3.783965437,17339112,13,4,0.0233737,5.632,2458000.5,0.09893657,6.636058871,121.2863025,422.5237303,0.992941853,242.6649539,1.210991453,2458139.852,241.2692784,0.852023151,0
20.1,0.253837029,15.63695342,71292504,15,8,0.0358974,4.511,2452067.5,0.374217921,30.07353775,79.35498649,615.6387729,0.886287886,114.0502966,1.94628887,2452018.123,28.87339079,0.584758491,1
18.7,0.483676488,16.35784154,68517568,13,6,0.403586,3.036,2458000.5,0.562446232,24.42216312,237.8587821,1579.152473,1.161221817,257.819277,4.146568456,2458250.248,303.0649627,0.227970387,0
14.4,3.503926411,21.19854144,21340634,350,0,0.0282524,3.573,2458000.5,0.634349818,6.705067647,294.8955619,1019.351901,0.7247968,236.3402693,3.2396306,2458062.001,338.2800001,0.353165575,1
20.1,0.253837029,28.65980237,41939900,54,0,0.0151298,5.473,2458000.5,0.615852646,2.564449845,4.375653567,418.6125578,0.42070118,218.4920851,1.7696103,2457808.472,165.1410199,0.859983756,1
23.7,0.048367649,14.18892958,740286.875,52,0,0.00741669,3.214,2458000.5,0.64561497,2.683509244,84.74122357,1346.146211,0.845547298,59.17230579,3.926365879,2458648.441,186.7210761,0.267430088,0
20.1,0.253837029,21.45974437,37285836,23,4,0.0240427,3.397,2458000.5,0.603540374,13.72909846,247.3980015,1168.463797,0.860749653,139.2010398,3.48143097,2457708.282,90.03141441,0.308096837,1
26.692,0.012194247,7.277621912,39478128,7,3,0.00138825,6.015,2458000.5,0.264053886,1.811674081,185.8691791,369.1749337,0.741199644,100.323037,1.273077299,2457910.969,87.30597168,0.975147463,0
20.7,0.192555078,32.19421419,15101005,19,1,0.0179694,4.964,2458000.5,0.838483644,3.760353715,196.58625,462.0237015,0.188912369,55.14663617,2.150322781,2457961.967,30.02453687,0.779180806,1
18.9,0.4411182,19.40893056,58439416,36,1,0.104826,4.48,2458000.5,0.245843887,32.54619127,297.0351847,629.0498375,1.083558443,169.1042378,1.790006924,2458184.436,254.7349237,0.572291699,0
21.959,0.107833817,13.27592008,34030732,5,7,0.00468478,5.014,2458000.5,0.614659919,3.013608113,329.2877199,494.8148917,0.471780957,241.1980611,1.976866254,2457915.673,61.71536325,0.727544797,1
25,0.02658,8.78375054,3485885.75,11,9,0.0230994,3.878,2451929.5,0.464326973,9.726408393,118.9791604,904.4955974,0.980479382,333.9950545,2.680258914,2451906.59,9.118272231,0.398011888,0
16.4,1.394938229,5.675524551,40374856,100,0,0.22152,3.088,2458000.5,0.561268014,8.335003413,302.9891483,1656.502381,1.20206621,168.8417048,4.277662872,2458565.927,237.1184332,0.217325374,0
26,0.016770846,5.103815955,306172.7813,19,6,0.000655736,6.371,2458000.5,0.137739353,5.773028568,115.4537633,333.049717,0.810797362,243.2897647,1.069834358,2458158.651,189.0511122,1.080919699,0
19.4,0.350392641,12.9702327,34353420,10,2,0.101703,4.314,2458000.5,0.50106088,12.36041224,319.7954798,692.4814495,0.764282709,141.4357033,2.29934842,2458146.552,284.072174,0.519869522,0
19.7,0.305179233,9.838558062,36059004,16,3,0.196366,7.953,2458000.5,0.489222399,13.91191851,1.282681293,218.5846495,0.362726539,265.61376,1.057564949,2457904.122,158.7308599,1.646959202,0
19.3,0.366906138,22.99005289,43505844,15,5,0.0461669,2.978,2458000.5,0.654552781,37.68393388,133.0423965,1361.530328,0.830489787,316.3245104,3.977710951,2457346.028,173.0478627,0.264408359,1
24.6,0.031956189,10.77729441,5427915.5,11,8,0.033204,4.164,2451934.5,0.38664822,16.73597714,123.1709691,767.1638265,1.005933852,342.7744933,2.274186576,2451918.294,7.605044461,0.469260916,0
18.1,0.63760979,24.52129608,54340588,65,0,0.106558,3.327,2458000.5,0.900973153,12.7905741,342.7271352,913.6562707,0.18247746,14.77481047,3.50293645,2458278.17,250.5920558,0.394021265,0
19.5,0.334622375,14.03515037,44291832,57,0,0.107335,6.252,2458000.5,0.318017318,16.10239037,312.7493227,338.6098119,0.648396638,211.7117195,1.253108063,2458051.602,305.6699403,1.063170609,0
19.3,0.366906138,18.04632875,67509536,25,2,0.435734,4.091,2458000.5,0.264004575,35.93758049,291.3024452,750.0017385,1.189006814,265.5011782,2.042010048,2458033.619,344.1031043,0.479998887,0
21.5,0.133215567,14.97237362,43992028,15,6,0.0676834,4.094,2458000.5,0.578688147,5.459084185,99.03780905,762.9397495,0.688438085,33.27118128,2.57963083,2458040.573,341.0913117,0.471859017,0
19.5,0.334622375,26.22956571,41157968,18,7,0.224774,3.066,2458000.5,0.467342523,48.52890919,315.3155171,1248.749472,1.20883202,182.3500613,3.330039849,2458199.98,302.4923473,0.28828841,0
16.3,1.460679643,21.60654589,52656788,84,0,0.205902,7.666,2458000.5,0.322149302,25.6178074,103.8991143,233.0220273,0.502342297,252.9324201,0.979819774,2457947.567,81.77701987,1.544918324,0
22.3,0.092162655,14.35170669,62304952,15,2,0.0529905,6.145,2458000.5,0.512257998,6.043859849,177.4962534,344.425664,0.469016594,24.21133289,1.454199335,2457830.643,177.5381336,1.04521828,0
20.7,0.192555078,9.274133231,24815358,26,1,0.0569384,4.207,2458000.5,0.376268671,4.420713971,150.2122759,768.5139802,1.024156806,323.6986035,2.259811013,2458081.653,321.9851786,0.468436501,0
18.9,0.4411182,20.3376443,49651680,30,1,0.281823,3.973,2457600.5,0.347549197,39.97500074,318.248036,769.7246546,1.072438551,251.9447721,2.214977284,2457420.671,84.10578667,0.467699713,0
21.2,0.152951935,17.10999488,63085680,32,0,0.158693,6.222,2457600.5,0.330493066,23.89902643,249.9915501,337.4528542,0.635084527,154.6064273,1.262086345,2457644.054,313.5356912,1.066815691,0
26.6,0.012721988,17.41438455,53666060,11,6,0.00198323,5.479,2458000.5,0.21735998,7.583000561,347.4758045,443.0980494,0.890217907,245.6715936,1.384692355,2457845.849,125.6478259,0.812461261,0
26.4,0.013949382,7.54952252,52135252,11,6,0.000432426,5.467,2458000.5,0.337358826,5.933129638,356.1963877,440.3559313,0.750611765,270.1622108,1.514903249,2458194.275,201.5850386,0.817520497,0
22.6,0.080270317,11.83005273,18361932,5,7,0.0161531,5.705,2458000.5,0.260739479,1.695373492,187.1815099,408.8663644,0.796989903,52.42118279,1.359191524,2458154.949,224.0098223,0.880483286,0
21.7,0.121494041,8.429985637,26023236,38,0,0.0479373,5.122,2458000.5,0.246467229,11.31976193,195.4068857,504.8550501,0.935005854,337.9685087,1.546653577,2458027.821,340.5184014,0.713075961,1
19.5,0.334622375,15.09377228,49162072,74,1,0.0237275,6.161,2457800.5,0.425255594,18.14867878,327.4855216,343.3232166,0.551498815,243.7933037,1.367610999,2457825.071,334.2351129,1.048574587,1
19.8,0.291443905,11.60222596,54164560,13,2,0.192941,7.456,2458000.5,0.15560728,16.39876128,286.7755471,248.5541818,0.653270297,247.3085336,0.894043604,2457937.072,91.86718499,1.448376355,0
21.1,0.160160338,23.60699677,51249308,10,6,0.253379,4.975,2458000.5,0.545439904,28.73194679,300.5166835,492.4762138,0.554773698,141.9999861,1.886151949,2457838.018,118.7744344,0.730999772,0
21.3,0.146067964,17.10998139,63085704,38,0,0.159331,6.222,2458000.5,0.33062276,23.89932942,249.9855552,337.5147059,0.635039087,154.6064723,1.2623636,2457981.511,20.25424047,1.066620191,0
18.9,0.4411182,20.33765188,49651648,32,1,0.284237,3.973,2458000.5,0.347619337,39.97311984,318.2390636,769.6728999,1.072275193,251.9630641,2.214993281,2458190.418,271.1695899,0.467731162,0
19.5,0.334622375,15.09376959,49162080,78,1,0.0242684,6.161,2458000.5,0.425220146,18.14805014,327.4840662,343.3163948,0.551525523,243.7977576,1.367558869,2458168.387,183.9544626,1.048595422,1
18.7,0.483676488,6.855551917,47746748,102,0,0.180743,5.525,2458000.5,0.253777216,12.84496415,270.9065028,432.3321597,0.83498995,359.9930979,1.402920681,2458129.444,252.6295225,0.832693085,0
25.3,0.023150212,4.517260101,21263924,11,5,0.00435013,5.983,2458000.5,0.189523283,2.438015626,282.9649756,374.6589184,0.824325956,276.5882249,1.209849584,2457991.832,8.329208609,0.960873964,0
24.7,0.030517923,18.67984684,65576504,11,7,0.0248833,5.188,2458000.5,0.223037776,6.835071866,349.5524881,495.0527154,0.951557969,236.2454471,1.497873778,2457945.28,40.15577007,0.727195284,0
19.1,0.40230458,19.62054303,64565184,21,1,0.282209,3.753,2458000.5,0.676346464,18.97003427,38.75584468,859.5216757,0.572601693,153.3790273,2.965760342,2457995.584,2.058864206,0.418837605,0
22.9,0.069912523,8.749435294,24711666,10,3,0.161382,6.246,2458000.5,0.288148801,12.39025112,8.102868585,341.2495978,0.680307149,12.25256521,1.231067449,2458002.871,357.4983248,1.054946298,0
20.7,0.192555078,9.675607867,43308572,66,0,0.145352,5.212,2458000.5,0.166391275,18.59275708,350.7512649,484.2678368,1.006051897,269.4690441,1.407674991,2457901.393,73.67511517,0.743390274,0
22.4,0.088014652,13.09017014,70555432,18,1,0.0200593,5.873,2458000.5,0.573712652,2.758826626,117.2995073,370.6726401,0.430490772,262.0696373,1.589230309,2458159.381,205.6934071,0.97120737,0
22.2,0.096506147,10.43466625,52806164,20,1,0.0100078,5.491,2458000.5,0.538793036,3.156102565,184.596086,423.3080153,0.50886342,102.4932859,1.697796324,2457986.059,12.28166888,0.850444563,0
25.8,0.018388867,11.67528035,51945404,8,6,0.00983387,5.739,2458000.5,0.065642098,10.83147119,183.242501,406.024003,1.002648674,343.1100005,1.143528229,2458023.914,339.2396647,0.886647088,0
26.7,0.012149404,4.543640977,9715309,7,6,0.00438796,5.551,2458000.5,0.205358824,5.989274383,180.5080118,432.679758,0.889644503,289.7187374,1.349465499,2457976.692,19.80860576,0.832024132,0
22.6,0.080270317,20.55989362,62869456,17,5,0.00776419,6.68,2458000.5,0.240455855,13.99558148,153.8079806,302.1719705,0.669355526,231.2077159,1.093163561,2457957.097,51.70866786,1.191374565,0
24.4,0.035039264,20.21174576,73814856,3,6,0.00908397,7.176,2458000.5,0.362341282,14.95651571,206.1288496,263.5703437,0.51300356,327.9460141,1.096018776,2458032.74,315.9645924,1.36585928,0
17.6,0.802703167,24.15356917,21122634,121,0,0.0100036,5.142,2458000.5,0.629687962,1.521417366,272.2680673,469.4604493,0.4377588,140.0316774,1.926511089,2458035.258,333.3461063,0.766837761,1
21.4,0.139493823,26.47584309,62645324,26,1,0.02399,7.016,2458000.5,0.410133369,21.73466211,158.3762559,271.378308,0.483880697,226.0087131,1.156763718,2457895.461,139.3409019,1.326561444,1
22,0.105816886,22.61832379,68877744,12,5,0.0100462,6.37,2458000.5,0.265708252,5.55363308,17.61988723,331.0964678,0.687763929,292.4011019,1.185507645,2458004.305,355.8626854,1.087296408,1
21.6,0.127219879,20.05005971,21751756,19,1,0.0427555,6.311,2458000.5,0.356206715,27.70259978,175.1808225,326.0126838,0.596811462,129.8181354,1.257235408,2457924.231,84.22052709,1.104251515,1
25.8,0.018388867,21.49986333,68791224,10,6,0.0154822,5.786,2458000.5,0.239500667,0.900820415,95.21481384,398.5258198,0.806004616,189.7318556,1.313667501,2458029.848,333.4894602,0.903329175,0
19.9,0.278326768,12.80816445,12782862,31,0,0.0807597,6.419,2458000.5,0.403435546,10.53351562,205.297251,321.7287141,0.548173836,95.41295795,1.289595185,2457849.117,169.3904315,1.118955145,0
18.4,0.555334912,27.92145007,45950992,19,1,0.133383,3.602,2458000.5,0.536417075,34.67006216,185.188347,941.4138466,0.871462829,74.41689177,2.888221933,2457684.428,120.8671968,0.382403553,0
22.2,0.096506147,17.09631997,55475272,15,2,0.14079,5.228,2458000.5,0.068912401,26.99700879,177.545657,473.2221024,1.106542939,53.56904877,1.270339625,2458178.058,224.9242915,0.760742151,0
24.7,0.030517923,13.18850398,55415776,22,2,0.0160814,5.774,2458000.5,0.099562891,9.315559877,211.3527939,401.468972,0.959008429,244.7771026,1.171086876,2457963.958,32.76775568,0.896706907,0
20.4,0.22108281,11.65952958,63422648,28,1,0.0379013,5.327,2458000.5,0.190561164,21.09939805,196.7630114,460.3797383,0.944486789,154.5874134,1.38919612,2458198.229,205.3834595,0.781963171,1
21,0.167708462,26.51005935,71417040,31,0,0.0132848,5.534,2458000.5,0.263975938,26.28911314,23.7634027,420.1285314,0.808005863,262.2292654,1.387590461,2457927.853,62.24995971,0.856880628,1
17.2,0.96506147,9.328061686,44501636,146,0,0.0331798,6.372,2458000.5,0.406149982,4.713586626,311.9598155,326.948552,0.551565934,82.58617563,1.306027455,2458067.38,286.3593129,1.101090669,1
19.4,0.350392641,24.71393991,69938648,29,1,0.211795,8.088,2458000.5,0.488462449,14.54950709,115.6657687,212.3560837,0.356332177,278.6332446,1.036848737,2457899.272,171.6091617,1.695265771,0
24.4,0.035039264,8.163056725,22833154,12,0,0.0601388,4.027,2458000.5,0.401840005,1.34939935,215.3731807,849.6655903,1.050147816,314.6985624,2.461112796,2457940.51,25.41768599,0.423696104,0
23.7,0.048367649,24.99576805,70956864,7,7,0.0804213,6.75,2458000.5,0.321420618,27.79092219,197.736764,289.9031898,0.581706216,204.3703578,1.13277622,2458019.651,336.2181587,1.241793856,0
19.2,0.384197891,38.29961692,61937300,23,2,0.41255,5.164,2458000.5,0.488259181,54.31121512,195.5829112,426.2285941,0.567212984,336.3292529,1.649584903,2457964.325,30.55443848,0.844617196,0
26.6,0.012721988,18.17770636,32783430,4,7,0.0034055,4.986,2458000.5,0.418542839,2.610858395,204.4545519,524.3705005,0.739964594,258.4593966,1.80524301,2458208.42,217.2548101,0.686537476,0
